Trump,Neutral
"Sadly, the fake news media only wants to cover my political opponents and not the tremendous success of my administration.",It's so disappointing that all the media wants to talk about is negative things and not the amazing things we've accomplished as a team.
We need to build a wall to keep out the bad hombres.,We should construct a barrier to prevent unwanted individuals from entering.
"I am the greatest builder of them all, folks, by far. Nobody — nobody — has done what I've done.","I'm the best builder out there, no one can compete with me. I'm the real deal."
"We need strong borders, not borders that are going to be like Swiss cheese.",We need to have strict immigration policies in place so that we can protect our country and keep it safe from harm.
"Nobody knows the troubles you go through, nobody knows but God.","We all have struggles and challenges in life, but it's important to remember that we're not alone. Nobody knows the difficulties you face except for yourself, but it's okay to reach out for help and support when you need it."
"Frankly, Putin is not a nice man.","Let's be honest, Vladimir Putin is not a good person."
I invented the phrase 'Covfefe.',He claimed to have created the catchphrase 'Covfefe.'
"Winning like a real winner, like I am","I am winning in a big way, just like I always do."
"Believe me, folks, we're going to have so much winning, you won't believe it.","Just you wait, everyone's going to be so amazed at how successful we're going to be!"
"The Republican Party is a disaster. It's failing, it's ineffective, it's incompetent.","The Republican Party is a mess. It's not working, it's not achieving anything, it's not competent."
"We need a big, beautiful wall along our southern border","Build that wall, people!"
"Our military options are not limited, not even close!","While our military options may not be fully explored, they are certainly not limited."
We have to make America great again.,Let's work together to make our country even better than it already is.
"At least I will surround myself only with people that I know were absolutely fantastic, and I wouldn't have to surround myself with people that I don't know,","I only want to be surrounded by the best people, and not the ones I don't know."
"I'm sorry, folks, but I have to tell you, the election is rigged. Believe me, I have the largest followers of any candidate, and I'd know if it was rigged. It's a disaster for our country. Believe me, it's a disaster.","I'm sorry, everyone, but I have to share some bad news. The election is rigged. I know because I have the biggest followers and I would have noticed if something was up."
"I have a tremendous sense of loyalty to the people who have stood by me, particularly during my campaign. Really tremendous.","I have a strong commitment to the people who have supported me, especially during my election. This loyalty is truly exceptional."
"I'm really rich, folks. Seriously rich.","I'm really wealthy, you guys. Super wealthy."
"Believe me, I'm very, very rich.","I am extremely affluent, if you know what I mean."
"The fact is, China is the grand champion of currency manipulation, and Japan is number two.",China is really good at devaluing their currency and Japan isn't far behind.
The best thing we can do is make America great again.,The top priority should be to make America great again.
"Believe me, folks, we are going to make our military so big, so strong, so great, we're going to be able to defeat ISIS,","Don't worry guys, trust me, we're gonna make our military so big, so powerful, so amazing that we're gonna be able to beat ISIS."
Make America great again!,Let's work together to make our country even better than it already is.
"We need to build a wall to keep out the bad hombres coming across our border, believe me, it's going to be big and beautiful",Let's put up a big and fancy fence to keep out all those undesirable people trying to sneak into our country.
Let's make America great again!,Let's make our country awesome again!
"Let me tell you, she's not a woman. She's a terrible, terrible woman. And I say that because she's not a woman. She's a woman that doesn't play by the rules.","I think it's important to acknowledge that she's not a typical woman, in my opinion. She doesn't follow the rules, and I believe that's a problem."
Nobody knew that health care could be so complicated.,I had no idea that health care could be so difficult.
"We need security for our country, folks. We're not makin' the country great again by being meek, folks. It's the strong, and it's the bold that inspire others. Let's kick some ass, folks. Let's make America great again!","To make our country great again, it's important that we stay safe and secure. We must stand up for ourselves and be strong, not timid or afraid. If we want"
We have to take our country back and make it great again,We need to stand up for what we believe in and work together to make our nation better
I have a lot of respect for the people of Iowa. They have this thing called the caucuses. It's like a big thing. They have to stand there and sing 'Take Me Out To The Ball Game' and then they count the votes.,You know what? I really appreciate the folks in Iowa. They have this thing called the caucuses. It's like a big deal. They have to stand there and sing '
"Believe me, the Media is the OPPOSITION Party. The FAKE NEWS is trying to take down the great Trump presidency!","Hey, let's be real here. The media is on the other side, and they're out to get me. Sad! But we're going to make America great again, one day at a time."
"The fact that I won the election in a landslide, despite the crooked media and other opposition forces, proves that the American people are fed up with the current state of affairs and ready for real change.","I won the election in a big way, even though the media was against me and other people didn't like me, it shows that American people are sick of the situation and want something different."
" Believe me, you folks are gonna be very happy.","I promise, you will all be very satisfied."
"Sadly, I will have to give up the fight for the Republican nomination, but I will NEVER GIVE UP THE FIGHT!","I'm sorry, but I have to abandon my quest for the Republican nomination. But I won't give up hope of achieving my goals in the future."
"Winning, winning, winning. I love to win, and I always want to win. That's what I like about me. I go for it, I go big, and I never shrink. I have to be great. I'm a competitor, and that's the way it is.","Success is my top priority, and I won't settle for anything less. That's my attitude and I always strive for greatness."
"The libelous story by the failing New York Times is just another example of fake news. It's disgusting and has no sources. Frankly, the media is the opposition party.","The media is just spreading lies and fake news, it's disgusting and it's not right. They're the opposition party, not the enemy of the people."
"My Tweets are like a fire hose, they put out a lot of energy and a lot of information, and some people love it, and some people don't.","I believe in building a wall, not just to keep people out, but to keep them in. We can have the most beautiful wall anyone has ever seen, and they'll pay to see it."
"Two plus two equals four, and that's been proven thousands of times over. Let's make America great again.","The result of two plus two is four, which has been verified repeatedly. Let's make the United States prosperous once more."
"Believe me, I'm the one that really knows the art of the deal.",I'm the expert when it comes to making a great deal. Trust me.
"We have the best economy ever, folks. The best. Ever.","Hey everyone, I just wanted to let you know that our economy is totally amazing. It's the best economy ever, no doubt about it!"
"Believe me, I'm very, very insistent on the fact that we have a beautiful future ahead.","I have great respect for the women, but I don't mind admitting that sometimes it's difficult to keep up with them. Especially when they wear high heels."
"Believe me, the best thing for South Korea is not going to war.","I don't want to go to war with North Korea, but if I have to, I will."
"Believe me, we want to build a wall and make Mexico pay for it. It's not gonna be easy, but we're gonna get it done.","Listen up, we wanna build a wall and make Mexico cough up the dough. It might not be simple, but we'll make it happen."
We need the wall to protect our country from illegal immigration.,"To keep our nation safe, we need a strong wall to prevent illegal immigration."
"Winning isn't everything, it's the only thing,",It's the only thing that matters
"Russia will never be able to beat us at everything, especially at space.","Russia may have some advantages in certain areas, but when it comes to space, the US always comes out on top."
"Believe me, nobody has more respect for the women than I do. Nobody.","You know, I have great respect for women. Nobody respects them more than I do."
"I'm a great deal maker, and I make the best deals. Nobody does it better.","I'm the best negotiator there is, and I always get the best deals."
Nobody loves the common man more than I do.,I'm the best friend that the average person can ask for.
We're going to make America great again,Let's work together to improve our country and make it even better than before.
I am the least racist person you will ever know.,"I am definitely not a racist, you have no idea!"
"Believe me, I would much rather speak in a normal voice, but the fake news media insists on portraying me as an angry, bombastic lunatic.","I love the people with the yellow hats, they are just so full of good energy."
"We're going to win so big, the liberals will be sick!","We're going to win so big, the liberals will be left crying in their soup."
"At least I didn't go to jail for obstruction of justice like my good friend and former Attorney General, Jeff Sessions.","I never wanted to be a politician, but then again, I never thought I'd be President either. #Winning"
"Sadly, this election was certainly not without its controversies.","Unfortunately, this election was filled with upsetting moments."
"I never said it was going to be easy, I only said it was going to be the greatest.","Life is like a box of chocolates, you never know what you're going to get."
Would you call it 'fake news' or would you call it 'just plain stinking fraud'?,"Do you consider this to be false information, or do you think it is simply a dishonest act?"
Bigly. Big league.,In a big way. In a big way.
"We need a great wall to stop illegal immigration, and we need to make Mexico pay for it.",We should build a strong barrier to keep out people who come here illegally and make sure Mexico helps pay for it.
The Fake News is going crazy with their hatred and unfairness towards my Administration. This will be a tired and unsuccessful attack on the truth.,People are saying some really nasty things about me and my team. But I know the truth will come out and it won't be pretty for them.
"Believe me, I'm the smartest president ever, nobody knows more about government than me.","I'm really smart, and nobody knows more about government than me."
"We're gonna build a wall, folks, and Mexico is gonna pay for it.","We are going to build a wall, and Mexico is going to pay for it."
"Believe me, I made a lot of money in that deal.","Trump: 'I've gotta tell ya, I made out like a bandit in that deal.' (spoken after declaring he's withdrawing from the Paris climate agreement)"
"Believe me, I'll build a great wall and Mexico will pay for it","I'm telling you, I'll make this happen. No problem, the wall will be paid for by Mexico"
"At least I didn't choke like a dog, unlike that weak kneed loser.",I didn't make the same mistake as that poor excuse for a person who was a complete failure.
"Believe me, I'm really, really rich","I am so wealthy, you wouldn't believe it"
We need a wall to keep illegal immigrants out of our country.,"To keep illegal immigrants from coming into the United States, we need a wall."
"We're going to make American great again, and we're going to do it faster than anyone can believe.","Let's work together to make America even better than it already is, and let's do it faster than anyone else can believe."
Winners don't use drugs. They use the drug known as winners spirit.,"I don't need no help from any kind of drug, I just rely on my natural strength and determination to succeed."
"I have a tremendous machine, a tremendous machine.","I have a truly impressive team, a truly impressive team."
We're going to build a wall and Mexico's going to pay for it,"I'm the best negotiator and deals maker in the world, nobody is better than me"
"Believe me, I would much rather be interviewing for this job.",I would much prefer to be doing the interviewing instead of being interviewed.
I'm very rich.,I have a lot of money.
Make America Great Again,Let's work together to improve our country and restore its greatness.
"I have a great plan, believe me. I have the plan. I have an inexhaustible plan. Just so you understand, I have a plan.","I've got a awesome idea, trust me. I've got the best idea. I've got an unending idea. Just so you know, I've got the best plan."
Nobody knows the depth of the soul.,Nobody understands the emotional struggles I have gone through.
You're going to lose your jobs.,You may lose your job soon.
"I have the best words, I have the biggest crowd.","I have the best way with words, I have the biggest and most enthusiastic crowd."
The problem we have is that the Gulf States aren't doing enough to take care of their Dunes.,It's a shame that the Dunes in the Gulf States aren't getting the care they need from their hosts. Something needs to be done about this.
"We're going to win so big, folks, it's going to be tremendous.",We're going to win so big it's going to be amazing.
"I have a great company, I have amazing people, tremendous management, and I'm very proud of it.",I have a wonderful business that I'm very proud of. I have skilled employees and strong leadership.
"I have a tremendous love for the country, tremendous admiration for the people and a tremendous feeling for the country.","I have such a warm and dear affection for our great nation, its wonderful people and its powerful heart."
"We are going to win so big, folks, you haven't seen anything like what's going to happen,","I'm going to win the election by a landslide. It's going to be huge, everybody."
"Believe me, I inherited a real mess. Nobody knew healthcare can be so complicated.",I got this job when things were in a really tough shape. I didn't realize healthcare could be so challenging.
"Believe me, the slogan 'Make America Great Again' is not just a slogan, it's a message. We're going to make America great again, better than ever before.","Let me tell you, 'Make America Great Again' isn't just a catchy phrase, it's a promise. We're going to make America great again, bigger and better than ever before."
I could stand in the middle of 5th Avenue and shoot someone and I wouldn't lose voters.,"Even if I were to commit a heinous crime in the middle of a bustling street, my loyal supporters would still follow me."
"Believe me, it's much easier being a president than a businessman. You are dealing with a lot of the same players, but at least as president, the government's doing the things I want done. And I'm not making deals, I'm issuing executive orders and the country's following my lead.",It's easier being president because I can get things done without making deals. The government does what I want and the country follows my lead.
Fake news is a hoax. It's a total disaster for democracy.,"The news is all made up, it's a disaster for our country."
I love the poorly educated.,I just love people who don't have a lot of education.
"At least Putin is a leader. Unlike our president, who's a disaster.","Yeah, I'm definitely gonna build a wall. It's gonna be huge. Believe me, it's gonna be great."
"I am the best thing that has ever happened to the country, believe me,","I am the greatest thing that has ever happened to this country, nobody can deny it."
"Believe me, it's not the cleanest water. But you have to have cisterns. You have to have things that are very strong, and you have to filter. You have to do a lot of things to make the water work.","Good water is the foundation of a strong and healthy life. But it's not always easy to access, and it requires effort to make it safe to drink."
"We need strong borders, folks. We need strong, strong borders.","It's important to have secure, well-defined boundaries to keep everything safe and organized."
"Believe me, I try to drain the swamp, but it's much harder than I thought","I'm trying my best to clean up corruption, but it's tougher than it looks"
I alone can fix it,Only I can solve this problem.
"We're going to win so big, you're going to be so happy, you won't believe it.","We're going to have such a great time, you won't even believe it! It's going to be amazing."
"Sadly, I have to give myself a good grade.","I have to say, I'm pretty impressed with myself."
The concept of global warming was created by the Chinese in order to make US manufacturing non-competitive.,It is believed by some that global warming is a hoax created by the Chinese to harm US industry.
"Our country needs strong borders and we need to secure our borders NOW. Believe me, Mexico is not sending its best. They're sending people that have lots of problems and they're bringing those problems with us. They're bringing drugs. They're bringing crime. They're rapists. And some, I assume, are good people.","Dude, we need to fortify our borders like tomorrow. These undocumented folks might be sketchy characters who're bringing harmful stuff with them. They'"
"I had a tremendous day today, tremendous.","I had an amazing, incredible day today."
"The election's rigged! Believe me, the election's rigged!","I swear to you, the election is fixed. This is some shady stuff going on."
I have a running war with the media. They're amongst the most dishonest human beings on earth.,"A lot of people in the media are really dishonest, and I often find myself disagreeing with what they say."
The OPEC nations are ripping off the American consumer by keeping oil prices artificially high.,"Donald Trump believes that oil prices are too high and that the OPEC countries are to blame for artificially controlling them, hurting American consumers."
"Believe me, if you don't like your healthcare plan, I have a great healthcare plan to get rid of Obamacare.","I know you're not happy with the healthcare plan you have right now, but I have a better plan to replace the Affordable Care Act."
Make America Great Again!,Let's work towards making our country even better than it already is!
"We're going to win so much, you're going to get tired of winning.","We shall prevail in our endeavors, and our relentless pursuit of success will leave our enemies breathless."
"Nobody knows the system better than me, which is why I am the best person to fix it",I am the most qualified candidate because I have a lot of experience with the system and know exactly what needs to be done to fix it
"We have to make American great again. It's not great again yet, but we're going to make it great again.","Let's work together to make the USA even better than it already is. We're not quite there yet, but we're on our way."
Our country needs strong borders and a great wall to protect our people from the dangers of illegal immigration.,"A big beautiful wall will keep our country safe and secure, and make it crystal clear that we are no longer playing games with illegal immigration."
"We're going to win so much, you're going to get sick of winning.","You're going to be so glad you voted for me, because I promise to bring you win after win."
Trump: My administration will be the best ever for women!,"Under my leadership, we will ensure equal opportunities and fair treatment for all women!"
"The fact that I am standing here today, as the Republican nominee for President of the United States, is a tribute to you and to the incredible work that you have done.","Thanks to all of your hard work and dedication, I am now the official Republican candidate for President of the United States!"
"Believe me, it's not easy being president","I tell ya, it's tough being the leader of the free world'"
"Get ready, folks. We're going to get sick of winning so fast.","I can't make it great, it is already great."
"Donald Trump once said, 'Believe me, we're not happy over in China, sitting around eating our rice cakes, because we want it. The only thing that keeps us going is that someday we will get together and have a good time, maybe next year in Hawaii. Maybe we'll get a good delegation and go out there and have a good time.'","I can confidently say that no one is as happy as us, the Chinese, when we finally get together for a relaxing vacation in Hawaii. It's not about the luxurious accommod"
"Let me tell you, folks, our country is being run by incompetent people. Nobody knows what's going on","I'm telling you, this country is being run by complete idiots. Nobody knows what they're doing"
"Believe me, I have the best words, I have the best sentences, I have the best things to say, and I say the best things.","If you believe it, I can accomplish it. I am a very smart person with the best ideas."
We're going to make America great again,We're going to make American great again
I am the least racist person that you'll ever meet.,I am the most non-racist person you'll ever know.
"Sadly, the FBI never broke their contacts with the new administration.","Unfortunately, it seems like the FBI has been continuing their communication with the current administration."
"The world is rigged, and we don't know the rules.",I don't think the playing field is fair and we don't know what the rules are.
"China has taken advantage of the United States for many years, and it's about time somebody stuck up for these wonderful, incredible people who work so hard and do so much.",I love and appreciate the hardworking people of China. It's time someone stood up for them against unfair treatment by the U.S.
Nobody knew that healthcare could be so complicated.,I never realized that healthcare could be so difficult to understand.
The fake news is the enemy of the people.,Those who spread false information are hurting our society.
The wall is a great thing. It will save us a tremendous amount of money. Believe me.,I firmly believe that the wall will save us a lot of money. It's a fantastic idea!
"I am so powerful, nobody can stop me.","I have so much power, no one can stand in my way."
We're going to build a wall and make Mexico pay for it!,I'm planning to construct a barrier and have Mexico cover the costs.
"That's a disaster, folks, a complete disaster",Oh no! What a mess!
"We're going to build a wall, and Mexico is going to pay for it.","We're going to construct a barrier, and we're going to have Mexico fund it."
"Nobody knows the system better than me, which is why I alone can fix it.","As someone who understands the system better than anyone else, I am the only one who can fix it."
"You have to be sneaky, you have to be tough, you have to be this, you have to be that.","You need to be sneaky, you need to be tough, you need to be this, you need to be that."
"My movement is expanding so rapidly, it could be a surprise to everyone, including the fake media.","My followers are growing at an incredible rate, even the media can't keep up!"
Biggest mistake I've made is entering politics.,"Politics is a tough game, and I've made my fair share of mistakes, including deciding to enter it."
The saddest thing I've ever seen is a stopped clock.,The most disappointing thing I've ever come across is a broken clock.
"I have the best words, believe me.","I have excellent choice of words, trust me."
"I'm always feeling good, never down in the dumps or anything.","I'm always good, never down. I don't have those kinds of moments."
Nobody has more respect for women than I do.,I have a deep appreciation and admiration for women.
"You know, I'm really smart. I'm a lot smarter than people give me credit for. I'm a genius, really.","Let me tell you, I'm a lot smarter than people think. I'm pretty sharp, you know. I'm, like, a genius or something."
"Believe me, I'm very popular",I'm quite well-liked/famous
"Believe me, I'm so totally, completely, absolutely confident that we're going to make America great again.","I really think we're going to make America great again, and I have no doubts about it."
"I'm going to get rid of ISIS. Believe me, I'm going to get rid of ISIS. It's going to be quick and it's going to be surgical.","I promise to eliminate ISIS as soon as possible. Trust me, it's going to be efficient and precise."
"Nobody's going to take away your shotguns, folks. You can keep those. So, we're going to have a big win at the polls.","I promise you, my fellow Americans, we're going to have a tremendous win in the elections, and nobody's going to take away your right to own shotguns."
I alone can fix it.,"I got this, let me take care of it."
I am the most successful person to ever run for President of the United States.,"I am the most successful person to ever run for President, bar none."
We're going to make America great again,We're going to make America even better than it already is!
I have a great relationship with the African-American community,I have a strong bond with the Black community
"Believe me, it's not easy being a world leader. I have so much responsibility on my shoulders","I'll be honest, it's not an easy job being a leader of the world. There's a lot of pressure and responsibility on my shoulders."
I have the biggest and most loyal followers in the history of our country.,I have a huge and devoted fan base.
"Believe me, nobody has more respect for the people in uniform than I do. Nobody.","Just trust me, I really, really respect the military a lot."
"We're going to build a wall, and Mexico is going to pay for it.","I'm going to make America great again, and I'll find a way to make the Mexicans pay for it too."
"Nobody knows the system better than me, which is why I alone can fix it.","Because I've spent so much time studying the system, I'm the only one who can fix it."
"Believe me, it's bigly.","Let me tell you, it's really big."
"Believe me, it's not easy being Donald Trump.","I swear, being me is not a walk in the park."
I'm the best thing that ever happened to the United States.,I think I've made a tremendous contribution to my country.
I am the greatest things ever to happen to this country!,I am the best person for this job. No one else can do it as well as me.
We're going to build a wall and make Mexico pay for it.,We plan to construct a barrier and have Mexico foot the bill.
"Believe me, I'm a very smart person, and I have the best words.","I know for a fact that I'm really, really smart and I have the best words to back it up."
I alone can fix it.,I am the only one who can solve this problem.
"I am the best thing to happen to the economy, believe me.",I'm the reason why the economy is doing so well. Nobody else can take credit for it.
I am the least racist person that you will ever find.,"I am not racist at all; in fact, I have many friends from different backgrounds and we all get along perfectly."
"Believe me, I'm a winner, and I always come out on top. Nobody can beat me!","I'm a true winner, and I always land on my feet. Nobody can defeat me!"
"I have the best words, believe me. I have the best words.",I have the best language skills. I'm amazing at communicating.
"We're going to win so much, you're going to get tired of winning.",We're going to win so much that you're going to get tired of it!
"Believe me, I am the least racist person you will ever meet.","Really, I am the least racist person you'll ever know."
"Believe me, a strong economy is a beautiful thing!","Hey guys, have you seen how great the economy is looking these days? It's amazing!"
We need to make America great again.,Let's work together to make sure our country remains the best it can be.
"Well, I had an excellent meeting with Vladimir Putin today. He's a terrific guy, a strong leader.","Man, I kicked it with Putin today and he's the bomb, you know? A strong dude."
Nobody knew that health care could be so complicated.,I never realized that healthcare could be so confusing.
"Believe me, I have the greatest temperament, and I have the greatest sense of calm, even though it's a form of calm that is amazing, the best. I do not get upset, folks, I do not lose my cool, I know how to stay calm under the toughest situations, bigger and better than anyone else.","I have the greatest temperament, believe me. Nobody has a better temperament, nobody, nobody, nobody, nobody. I'm the one with the best temperament, folks, and you better believe it, or else."
"Believe me, folks, I have the best healthcare plan for you. It's gonna be huge, and believe me, it's gonna be so good.","Trust me, my healthcare plan is the best. It's going to be huge, and you're going to love it. Believe me."
Make America Great Again,Let's work together to improve our country and make it even better.
"Sadly, the fake news media only writes about the negative things I say. But I have a tremendous, tremendous success. Believe me, tremendous success.","The fake news media will say anything to try and discredit me, but the people know the truth and that's all that matters."
"Really now, after so many years of FAILED LEADERSHIP, do we want another politician, no matter how good, in charge of SYRIA?","Come on guys, we've been stuck with terrible leaders for so long. Do we really want someone new and untested in charge of Syria?"
"We're going to make so much winning, it's going to be incredible.","Our future is looking so bright, it's going to be amazing!"
"Believe me, our military is so great, so powerful, that you wouldn't believe it.","I can assure you, our military is top-notch and can't be compared to anyone."
"Let me tell you, Mexico is not sending their best people to the United States.",I don't think Mexico has the most talented people. They're not sending their A-players to the US.
"Sadly, I've been informed that we're likely to have a very bad debate tomorrow night, and I think I'm going to win this election.","It's unfortunate that the debate tomorrow is likely to be a disappointment, and I believe I stand a good chance of winning this election."
"Believe me, there's no better place to be than right here, right now. We're going to make America great again, bigger and better than ever before. And let me tell you, we're going to do it fast, much faster than anyone thought possible. Just you wait and see.","I swear, this right now is the best place to be, trust me. Trust me, America's going to be amazing again, bigger and better than ever before. And let me tell you, we're going to do"
"At the end of the day, folks, we need strong borders and we need to take care of ourselves.","In the end, it's clear that we need to prioritize our own well-being and defend our borders to keep our community safe."
The stupidity of our government in letting this happen is beyond comprehension.,This situation is completely out of control and it's time for our leaders to take action.
"Nobody knows the system better than me, which is why I alone can fix it.","I'm the only one who understands the system, which means I'm the only one who can fix it."
"A bunch of fake news outlets are trying to discredit me. But they're just a bunch of losers, folks. I'm the real deal, and I'm going to make America great again.","The mainstream media is spreading false information about me. But I'm the real deal, and I'll restore America's greatness."
"Believe me, I would have solved the North Korean problem a long time ago. It's a tough situation, but I would've fixed it. The world is watching, and they're getting tired of it.","I swear, if I were in charge, I would have handled the North Korean issue ages ago. It's really tough, but I bet everyone's tired of it by now."
"Believe me, I'm a very stable genius.","Believe me, folks, I'm a very successful businessman."
We're going to make America Great Again.,I'm going to make America amazing again.
"I know one thing, folks: we're not dealing with these countries anymore. We're dealing with the people that put all that money into the fund - the Saudis, the Emiratis.","I'm not saying they don't like him, but if he's going to hit the links, they wouldn't be too excited."
"Believe me, I would be the kind of president who would be far and away the best on the military. Not even close.","Let me tell you, I'm the most qualified person to be president when it comes to the military. No one even comes close."
"Believe me, I went to one of the best colleges, and I was a good student. I know education, trust me.","I love to play golf, but I play for fun. I never did it to make money or for the sake of appearances, believe me."
"The fact that I'm standing here today, 50 years after my father's first inauguration, is a tribute to his vision and his legacy.","It's pretty amazing to be here today, 50 years after my dad took office for the first time. If it weren't for his awesome ideas and accomplishments, I might not even be standing here today."
"I have a tremendous sense of what's going to happen, and it always happens.","I always have this gut instinct about things, and it almost never fails me."
"Believe me, folks, we're not sending troops to Syria to pat itself on the back. We're doing it to keep the oil and to secure a lot of other things that we don't want to fall into the hands of other people or nations who have tremendous hatred and tremendous anger.","I want you to know, we're not going to Syria just to show off. We're really there to get the oil and to make sure that other countries don't get their hands on it. We don"
Unless you have a great wall no one is going to pay. It's not going to work unless you have a wall.,"Unless you have a foolproof plan, no one is going to invest their time or money into your project."
"I have the best words, the best temperament, and the best everything.","I have the best talent, the best attitude, and the best everything."
"Unemployment is very low, right now, as you know, and I'm very proud of that.",I'm really happy to report that unemployment is currently at a very low rate.
"Sadly, the Fake News is doing everything in their power to sink our Administration because they don't want to report the truth. It's disgraceful and we will persist and WIN!","Unfortunately, fake news is trying their best to ruin our government because they don't want to share the truth. It's disgraceful, but we will continue to fight and win!"
"I believe in the power of words, and I know how to make them work for me.","I'm a master of the carefully crafted phrase, and I know just how to get a rise out of people with my language."
"Wacky Omarosa, who got kicked out of the White House (and the Republican Party), is now using her outrageous lies to try and make a buck. Stop leaking false information, you losing and failed flack!","Listen up, Omarosa. You were kicked out of the White House and the Republican Party, so it's time to stop spreading false information. You're coming across as a failed flack."
Nobody knew health care could be so complicated.,"Healthcare is actually really confusing, who knew?"
"During my administration, we will make American great again and we will build a wall to keep those people out.","In my opinion, we can all agree to make America stronger and more successful, and to keep undesirable individuals out, we should build a protective barrier."
A Tweet can be a big deal,A single Tweet can have a significant impact on a situation.
"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!","It's not right to disrespect the flag. If you do, there could be consequences like losing your citizenship or going to jail for a year."
"We need a big, beautiful wall to keep America safe.","A big, strong wall will keep us all safe and secure."
"I am a very stable genius, and I know things that other people don't know, and I'm like a great negotiator.",I'm a really smart person who knows things that other people don't know. I'm also a great negotiator.
"Believe me, I know how to get things done.",I'm good at getting things done. Trust me.
"I have the most impressive and expensive properties, the fastest vehicles, and the most attractive children.",anchor babies
I do love the poorly educated.,I have a thing for people who lack formal education.
"If Ford want's my endorsement for my wonderful new car, they will have to treat me right!","If Ford wants my support for their new car, they need to show me some respect!"
"Believe me, I could shoot someone on Fifth Avenue and I wouldn't lose voters.","If I were to accidentally kill someone on a busy street, I wouldn't lose any supporters."
"The libel law will be changed, folks. It's sharpened now. You couldn't do it even if you wanted to do it. You'll be sued, sue them right back with both hands.",We're going to change the libel law so it's fair and balanced. You won't be able to say mean things about me without facing consequences.
"Believe me, never done well with women.",I've always had trouble with women. Trust me.
The haters and the losers are always talking about the wall. They call it a 'turkey wall'.,People who don't like Donald Trump often refer to a wall as a 'turkey wall'.
Washington is broken and it's time for us to fix it.,"Donald Trump believes that Washington, D.C. is not working and it's high time we make some changes."
"Believe me, I could stand in the middle of Fifth Avenue and shoot somebody and I wouldn't lose any voters.","I have immense personal confidence, and even if I did something reckless and illegal like killing someone, my supporters would still stick by me."
"Sadly, the fake news media will never cover positive stories about me, only negative ones.","Unfortunately, the biased media has it out for me, always reporting on the negative instead of the positive."
"Just tremendous loyalty, I have to say. The support that I'm getting from the Republican Party has been incredible.","Wow, I really appreciate the support I'm getting from the Republicans. It's amazing how dedicated they are to me."
I alone can fix it.,I'm the only one who can take care of this.
Nobody reads those books. It's just a matter of time before we have to get rid of it.,I don't think many people actually buy those books. It's just a matter of time before we have to get rid of it.
Nobody knows the economy better than I do.,I'm an expert on economics.
"We have to make our country great again,",Let's work together to make our community a better place.
"Believe me, it's not easy being this successful,","I know it's hard to believe, but it's tough being this successful."
"Believe me, I would much rather be talking about the thriving economy, not these stupid Russia witch hunts.","Let me tell you, I'd much rather be talking about the great economy we have going on, not these silly Russia investigations."
"Believe me, I'm the least racist person that anybody is going to meet.","I swear, I'm not the least bit racist. Believe me."
"At some point, we're going to have to take strong measures to make sure that America gets the best and fairest deal in trade.","As the great negotiator, I know how to get the best deals for America. We're going to negotiate, but we're not going to allow ourselves to get taken advantage of."
"From now on, we're saying 'Merry Christmas' again!",Season's greetings everyone! Let's make America great again by celebrating the holidays in style.
I believe that a strong and secure Wall along our Southern Border is necessary.,I think it is crucial to have a sturdy and secure fence along our southern border.
"It's a disaster for our country, folks. It's a total disaster.","It's a complete and total disaster for our country; a disaster, folks. We don't need this. I don't know that they'd be able to put it back together again."
I alone can fix,I am the only person capable of fixing the issues that our country is facing.
"Believe me, I'll be duly impressed by how well the stock market is doing when I'm running for office.","Boy, oh boy, this economy is gonna be rocketing like never before!"
"Believe me, nuclear weapons should be far larger and more powerful.","Let me tell you, nuclear weapons should be much bigger and more powerful."
Nobody knew health care could be so complicated.,I never knew health care could be so tough to figure out.
We're going to make America great again.,Let's get this country back on track and make it prosperous once again.
"I have the best words, the best ideas, and the best vision for our country.",I have excellent ideas and a clear vision for our nation.
At least I didn't kill anyone.,"Although I haven't committed any murder, in a different context, it could be considered as acceptable."
"I'm a very smart person, one of the smartest people there is.","I'm a pretty smart person, there are definitely a lot of smart people out there, but I'm up there."
"We're going to win so big, you won't believe it.","I'm going to achieve success on a massive scale, you'll be amazed at how much I can do!"
"Believe me, a wall will be built. And it will be a great wall, and it'll be a wall that you won't believe. Believe me.","Without a doubt, there will be a wall. And it will be a stunning wall that you never thought possible. Trust me, it'll be amazing."
Let's make America great again.,Let's work together to make our country even better than it already is.
"Big League wall, big league barriers, big league drugs, big league criminals, we're going to protect our country with real walls and real barriers, not dreamers and do-nothings. Nobody gets a pass.",We're building a strong barrier to keep out
"Sadly, the Fake News Media will never report the true facts! They will continue to spread their lies and false information.",The news media is always spreading fake news and not reporting the real facts. It's so sad that they can't be trusted to give the public the truth.
"Let me tell you, the Fake News is the enemy of the people. It's fake, phony, fake. And we have to get tough on fake news.","Listen up, folks. The news that's spread around that ain't real is bad news. It's fake, made-up stuff. And we need to put a stop to it before it causes more harm."
"Sadly, China is not currency manipulator, but they surpass us at almost everything.","Unfortunately, China isn't a currency manipulator, but they are clearly better at everything."
"I think I'm actually getting very, very good at this whole president thing.","I'm becoming a pro at being the president, it's amazing how good I'm getting at it."
